ID,Tipo,SKU,Nombre,Publicado,¿Está destacado?,Visibilidad en el catálogo,Descripción corta,Descripción,Día en que empieza el precio rebajado,Día en que termina el precio rebajado,Estado del impuesto,Clase de impuesto,¿Existencias?,Inventario,Cantidad de bajo inventario,¿Permitir reservas de productos agotados?,¿Vendido individualmente?,Peso (kg),Longitud (mm),Anchura (mm),Altura (mm),¿Permitir valoraciones de clientes?,Nota de compra,Precio rebajado,Precio normal,Categorías,Etiquetas,Clase de envío,Imágenes,Límite de descargas,Días de caducidad de la descarga,Superior,Productos agrupados,Ventas dirigidas,Ventas cruzadas,URL externa,Texto del botón,Posición,Nombre del atributo 1,Valor(es) del atributo 1,Atributo visible 1,Atributo global 1,Atributo por defecto 1,Nombre del atributo 2,Valor(es) del atributo 2,Atributo visible 2,Atributo global 2,Nombre del atributo 3,Valor(es) del atributo 3,Atributo visible 3,Atributo global 3
47210,variation,,Tubo de hierro cuadrado 45x45x2 mm. - Hierro,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"19,2",,,,,,,TSC140,,,,,,3,Color,Hierro,,1,,,,,,,,,
47211,variation,,Tubo de hierro cuadrado 45x45x2 mm. - Blanco,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"19,2",,,,,,,TSC140,,,,,,4,Color,Blanco,,1,,,,,,,,,
47212,variation,,Tubo de hierro cuadrado 45x45x2 mm. - Negro,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"19,2",,,,,,,TSC140,,,,,,5,Color,Negro,,1,,,,,,,,,
47208,variation,,Tubo de hierro cuadrado 45x45x2 mm. - Personalizado,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"19,2",,,,,,,TSC140,,,,,,1,Color,Personalizado,,1,,,,,,,,,
47209,variation,,Tubo de hierro cuadrado 45x45x2 mm. - Oxido,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"19,2",,,,,,,TSC140,,,,,,2,Color,Oxido,,1,,,,,,,,,
47213,variation,,Tubo de hierro cuadrado 45x45x3 mm. - Personalizado,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"26,86",,,,,,,TSC141,,,,,,1,Color,Personalizado,,1,,,,,,,,,
47214,variation,,Tubo de hierro cuadrado 45x45x3 mm. - Oxido,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"26,86",,,,,,,TSC141,,,,,,2,Color,Oxido,,1,,,,,,,,,
47215,variation,,Tubo de hierro cuadrado 45x45x3 mm. - Hierro,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"26,86",,,,,,,TSC141,,,,,,3,Color,Hierro,,1,,,,,,,,,
47216,variation,,Tubo de hierro cuadrado 45x45x3 mm. - Blanco,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"26,86",,,,,,,TSC141,,,,,,4,Color,Blanco,,1,,,,,,,,,
47217,variation,,Tubo de hierro cuadrado 45x45x3 mm. - Negro,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"26,86",,,,,,,TSC141,,,,,,5,Color,Negro,,1,,,,,,,,,
47218,variation,,Tubo de hierro cuadrado 50x50x1.5 mm. - Personalizado,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"16,24",,,,,,,TSC142,,,,,,1,Color,Personalizado,,1,,,,,,,,,
47219,variation,,Tubo de hierro cuadrado 50x50x1.5 mm. - Oxido,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"16,24",,,,,,,TSC142,,,,,,2,Color,Oxido,,1,,,,,,,,,
47220,variation,,Tubo de hierro cuadrado 50x50x1.5 mm. - Hierro,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"16,24",,,,,,,TSC142,,,,,,3,Color,Hierro,,1,,,,,,,,,
47221,variation,,Tubo de hierro cuadrado 50x50x1.5 mm. - Blanco,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"16,24",,,,,,,TSC142,,,,,,4,Color,Blanco,,1,,,,,,,,,
47222,variation,,Tubo de hierro cuadrado 50x50x1.5 mm. - Negro,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"16,24",,,,,,,TSC142,,,,,,5,Color,Negro,,1,,,,,,,,,
47224,variation,,Tubo de hierro cuadrado 50x50x2 mm. - Oxido,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"21,46",,,,,,,TSC143,,,,,,2,Color,Oxido,,1,,,,,,,,,
47225,variation,,Tubo de hierro cuadrado 50x50x2 mm. - Hierro,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"21,46",,,,,,,TSC143,,,,,,3,Color,Hierro,,1,,,,,,,,,
47226,variation,,Tubo de hierro cuadrado 50x50x2 mm. - Blanco,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"21,46",,,,,,,TSC143,,,,,,4,Color,Blanco,,1,,,,,,,,,
47227,variation,,Tubo de hierro cuadrado 50x50x2 mm. - Negro,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"21,46",,,,,,,TSC143,,,,,,5,Color,Negro,,1,,,,,,,,,
47223,variation,,Tubo de hierro cuadrado 50x50x2 mm. - Personalizado,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"21,46",,,,,,,TSC143,,,,,,1,Color,Personalizado,,1,,,,,,,,,
47228,variation,,Tubo de hierro cuadrado 50x50x3 mm. - Personalizado,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"30,3",,,,,,,TSC144,,,,,,1,Color,Personalizado,,1,,,,,,,,,
47229,variation,,Tubo de hierro cuadrado 50x50x3 mm. - Oxido,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"30,3",,,,,,,TSC144,,,,,,2,Color,Oxido,,1,,,,,,,,,
47230,variation,,Tubo de hierro cuadrado 50x50x3 mm. - Hierro,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"30,3",,,,,,,TSC144,,,,,,3,Color,Hierro,,1,,,,,,,,,
47231,variation,,Tubo de hierro cuadrado 50x50x3 mm. - Blanco,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"30,3",,,,,,,TSC144,,,,,,4,Color,Blanco,,1,,,,,,,,,
47232,variation,,Tubo de hierro cuadrado 50x50x3 mm. - Negro,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"30,3",,,,,,,TSC144,,,,,,5,Color,Negro,,1,,,,,,,,,
47233,variation,,Tubo de hierro cuadrado 50x50x4 mm. - Personalizado,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"38,86",,,,,,,TSC145,,,,,,1,Color,Personalizado,,1,,,,,,,,,
47234,variation,,Tubo de hierro cuadrado 50x50x4 mm. - Oxido,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"38,86",,,,,,,TSC145,,,,,,2,Color,Oxido,,1,,,,,,,,,
47235,variation,,Tubo de hierro cuadrado 50x50x4 mm. - Hierro,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"38,86",,,,,,,TSC145,,,,,,3,Color,Hierro,,1,,,,,,,,,
47236,variation,,Tubo de hierro cuadrado 50x50x4 mm. - Blanco,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"38,86",,,,,,,TSC145,,,,,,4,Color,Blanco,,1,,,,,,,,,
47237,variation,,Tubo de hierro cuadrado 50x50x4 mm. - Negro,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"38,86",,,,,,,TSC145,,,,,,5,Color,Negro,,1,,,,,,,,,
47239,variation,,Tubo de hierro cuadrado 50x50x5 mm. - Oxido,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"46,74",,,,,,,TSC146,,,,,,2,Color,Oxido,,1,,,,,,,,,
47240,variation,,Tubo de hierro cuadrado 50x50x5 mm. - Hierro,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"46,74",,,,,,,TSC146,,,,,,3,Color,Hierro,,1,,,,,,,,,
47241,variation,,Tubo de hierro cuadrado 50x50x5 mm. - Blanco,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"46,74",,,,,,,TSC146,,,,,,4,Color,Blanco,,1,,,,,,,,,
47242,variation,,Tubo de hierro cuadrado 50x50x5 mm. - Negro,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"46,74",,,,,,,TSC146,,,,,,5,Color,Negro,,1,,,,,,,,,
47238,variation,,Tubo de hierro cuadrado 50x50x5 mm. - Personalizado,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"46,74",,,,,,,TSC146,,,,,,1,Color,Personalizado,,1,,,,,,,,,
47243,variation,,Tubo de hierro cuadrado 50x50x6 mm. - Personalizado,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"53,88",,,,,,,TSC147,,,,,,1,Color,Personalizado,,1,,,,,,,,,
47244,variation,,Tubo de hierro cuadrado 50x50x6 mm. - Oxido,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"53,88",,,,,,,TSC147,,,,,,2,Color,Oxido,,1,,,,,,,,,
47245,variation,,Tubo de hierro cuadrado 50x50x6 mm. - Hierro,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"53,88",,,,,,,TSC147,,,,,,3,Color,Hierro,,1,,,,,,,,,
47246,variation,,Tubo de hierro cuadrado 50x50x6 mm. - Blanco,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"53,88",,,,,,,TSC147,,,,,,4,Color,Blanco,,1,,,,,,,,,
47247,variation,,Tubo de hierro cuadrado 50x50x6 mm. - Negro,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"53,88",,,,,,,TSC147,,,,,,5,Color,Negro,,1,,,,,,,,,
47250,variation,,Tubo de hierro cuadrado 60x60x1.5 mm. - Hierro,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"19,68",,,,,,,TSC148,,,,,,3,Color,Hierro,,1,,,,,,,,,
47251,variation,,Tubo de hierro cuadrado 60x60x1.5 mm. - Blanco,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"19,68",,,,,,,TSC148,,,,,,4,Color,Blanco,,1,,,,,,,,,
47252,variation,,Tubo de hierro cuadrado 60x60x1.5 mm. - Negro,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"19,68",,,,,,,TSC148,,,,,,5,Color,Negro,,1,,,,,,,,,
47248,variation,,Tubo de hierro cuadrado 60x60x1.5 mm. - Personalizado,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"19,68",,,,,,,TSC148,,,,,,1,Color,Personalizado,,1,,,,,,,,,
47249,variation,,Tubo de hierro cuadrado 60x60x1.5 mm. - Oxido,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"19,68",,,,,,,TSC148,,,,,,2,Color,Oxido,,1,,,,,,,,,
47253,variation,,Tubo de hierro cuadrado 60x60x2 mm. - Personalizado,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"25,98",,,,,,,TSC149,,,,,,1,Color,Personalizado,,1,,,,,,,,,
47254,variation,,Tubo de hierro cuadrado 60x60x2 mm. - Oxido,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"25,98",,,,,,,TSC149,,,,,,2,Color,Oxido,,1,,,,,,,,,
47255,variation,,Tubo de hierro cuadrado 60x60x2 mm. - Hierro,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"25,98",,,,,,,TSC149,,,,,,3,Color,Hierro,,1,,,,,,,,,
47256,variation,,Tubo de hierro cuadrado 60x60x2 mm. - Blanco,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"25,98",,,,,,,TSC149,,,,,,4,Color,Blanco,,1,,,,,,,,,
47257,variation,,Tubo de hierro cuadrado 60x60x2 mm. - Negro,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"25,98",,,,,,,TSC149,,,,,,5,Color,Negro,,1,,,,,,,,,
47259,variation,,Tubo de hierro cuadrado 60x60x3 mm. - Oxido,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"37,02",,,,,,,TSC150,,,,,,2,Color,Oxido,,1,,,,,,,,,
47260,variation,,Tubo de hierro cuadrado 60x60x3 mm. - Hierro,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"37,02",,,,,,,TSC150,,,,,,3,Color,Hierro,,1,,,,,,,,,
47261,variation,,Tubo de hierro cuadrado 60x60x3 mm. - Blanco,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"37,02",,,,,,,TSC150,,,,,,4,Color,Blanco,,1,,,,,,,,,
47262,variation,,Tubo de hierro cuadrado 60x60x3 mm. - Negro,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"37,02",,,,,,,TSC150,,,,,,5,Color,Negro,,1,,,,,,,,,
47258,variation,,Tubo de hierro cuadrado 60x60x3 mm. - Personalizado,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"37,02",,,,,,,TSC150,,,,,,1,Color,Personalizado,,1,,,,,,,,,
12086,variable,TSC151,Tubo de hierro cuadrado 60x60x4 mm.,1,0,visible,"Tubo de hierro cuadrado 60x60x4 mm. Tubo de acero de calidad S235JR, perfecto para cualquier proyecto que requiera una pieza de metal resistente. No importa si necesita una pieza corta o larga, nuestro servicio de corte a medida lo ayudará a conseguir el tamaño exacto que necesita.",<h2>Tubo de hierro cuadrado 60x60x4 mm. </h2>,,,taxable,,1,,,0,0,6.98,4,60,60,1,,,,"Perfiles de Acero, Perfiles de Acero > Tubos de Hierro > Tubo Soldado Cuadrado, Perfiles de Acero > Tubos de Hierro",,,https://www.rejasmodernas.com/wp-content/uploads/2022/10/tubos-soldados-cuadrados_auto_x2-min-e1666260715352.webp,,,,,,,,,150,Color,"Blanco, Hierro, Negro, Oxido, Personalizado",1,1,Oxido,Calidad del acero,S235JR,1,1,Corte a medida,Disponible,1,1
12087,variable,TSC152,Tubo de hierro cuadrado 60x60x5 mm.,1,0,visible,"Tubo de hierro cuadrado 60x60x5 mm. Tubo de acero de calidad S235JR, perfecto para cualquier proyecto que requiera una pieza de metal resistente. No importa si necesita una pieza corta o larga, nuestro servicio de corte a medida lo ayudará a conseguir el tamaño exacto que necesita.",<h2>Tubo de hierro cuadrado 60x60x5 mm. </h2>,,,taxable,,1,,,0,0,8.46,5,60,60,1,,,,"Perfiles de Acero, Perfiles de Acero > Tubos de Hierro > Tubo Soldado Cuadrado, Perfiles de Acero > Tubos de Hierro",,,https://www.rejasmodernas.com/wp-content/uploads/2022/10/tubos-soldados-cuadrados_auto_x2-min-e1666260715352.webp,,,,,,,,,151,Color,"Blanco, Hierro, Negro, Oxido, Personalizado",1,1,Oxido,Calidad del acero,S235JR,1,1,Corte a medida,Disponible,1,1
12088,variable,TSC153,Tubo de hierro cuadrado 60x60x6 mm.,1,0,visible,"Tubo de hierro cuadrado 60x60x6 mm. Tubo de acero de calidad S235JR, perfecto para cualquier proyecto que requiera una pieza de metal resistente. No importa si necesita una pieza corta o larga, nuestro servicio de corte a medida lo ayudará a conseguir el tamaño exacto que necesita.",<h2>Tubo de hierro cuadrado 60x60x6 mm. </h2>,,,taxable,,1,,,0,0,9.83,6,60,60,1,,,,"Perfiles de Acero, Perfiles de Acero > Tubos de Hierro > Tubo Soldado Cuadrado, Perfiles de Acero > Tubos de Hierro",,,https://www.rejasmodernas.com/wp-content/uploads/2022/10/tubos-soldados-cuadrados_auto_x2-min-e1666260715352.webp,,,,,,,,,152,Color,"Blanco, Hierro, Negro, Oxido, Personalizado",1,1,Oxido,Calidad del acero,S235JR,1,1,Corte a medida,Disponible,1,1
12089,variable,TSC154,Tubo de hierro cuadrado 70x70x1.5 mm.,1,0,visible,"Tubo de hierro cuadrado 70x70x1.5 mm. Tubo de acero de calidad S235JR, perfecto para cualquier proyecto que requiera una pieza de metal resistente. No importa si necesita una pieza corta o larga, nuestro servicio de corte a medida lo ayudará a conseguir el tamaño exacto que necesita.",<h2>Tubo de hierro cuadrado 70x70x1.5 mm. </h2>,,,taxable,,1,,,0,0,3.37,1.5,70,70,1,,,,"Perfiles de Acero, Perfiles de Acero > Tubos de Hierro > Tubo Soldado Cuadrado, Perfiles de Acero > Tubos de Hierro",,,https://www.rejasmodernas.com/wp-content/uploads/2022/10/tubos-soldados-cuadrados_auto_x2-min-e1666260715352.webp,,,,,,,,,153,Color,"Blanco, Hierro, Negro, Oxido, Personalizado",1,1,Oxido,Calidad del acero,S235JR,1,1,Corte a medida,Disponible,1,1
12090,variable,TSC155,Tubo de hierro cuadrado 70x70x2 mm.,1,0,visible,"Tubo de hierro cuadrado 70x70x2 mm. Tubo de acero de calidad S235JR, perfecto para cualquier proyecto que requiera una pieza de metal resistente. No importa si necesita una pieza corta o larga, nuestro servicio de corte a medida lo ayudará a conseguir el tamaño exacto que necesita.",<h2>Tubo de hierro cuadrado 70x70x2 mm. </h2>,,,taxable,,1,,,0,0,4.43,2,70,70,1,,,,"Perfiles de Acero, Perfiles de Acero > Tubos de Hierro > Tubo Soldado Cuadrado, Perfiles de Acero > Tubos de Hierro",,,https://www.rejasmodernas.com/wp-content/uploads/2022/10/tubos-soldados-cuadrados_auto_x2-min-e1666260715352.webp,,,,,,,,,154,Color,"Blanco, Hierro, Negro, Oxido, Personalizado",1,1,Oxido,Calidad del acero,S235JR,1,1,Corte a medida,Disponible,1,1
12091,variable,TSC156,Tubo de hierro cuadrado 70x70x3 mm.,1,0,visible,"Tubo de hierro cuadrado 70x70x3 mm. Tubo de acero de calidad S235JR, perfecto para cualquier proyecto que requiera una pieza de metal resistente. No importa si necesita una pieza corta o larga, nuestro servicio de corte a medida lo ayudará a conseguir el tamaño exacto que necesita.",<h2>Tubo de hierro cuadrado 70x70x3 mm. </h2>,,,taxable,,1,,,0,0,6.38,3,70,70,1,,,,"Perfiles de Acero, Perfiles de Acero > Tubos de Hierro > Tubo Soldado Cuadrado, Perfiles de Acero > Tubos de Hierro",,,https://www.rejasmodernas.com/wp-content/uploads/2022/10/tubos-soldados-cuadrados_auto_x2-min-e1666260715352.webp,,,,,,,,,155,Color,"Blanco, Hierro, Negro, Oxido, Personalizado",1,1,Oxido,Calidad del acero,S235JR,1,1,Corte a medida,Disponible,1,1
12092,variable,TSC157,Tubo de hierro cuadrado 70x70x4 mm.,1,0,visible,"Tubo de hierro cuadrado 70x70x4 mm. Tubo de acero de calidad S235JR, perfecto para cualquier proyecto que requiera una pieza de metal resistente. No importa si necesita una pieza corta o larga, nuestro servicio de corte a medida lo ayudará a conseguir el tamaño exacto que necesita.",<h2>Tubo de hierro cuadrado 70x70x4 mm. </h2>,,,taxable,,1,,,0,0,8.29,4,70,70,1,,,,"Perfiles de Acero, Perfiles de Acero > Tubos de Hierro > Tubo Soldado Cuadrado, Perfiles de Acero > Tubos de Hierro",,,https://www.rejasmodernas.com/wp-content/uploads/2022/10/tubos-soldados-cuadrados_auto_x2-min-e1666260715352.webp,,,,,,,,,156,Color,"Blanco, Hierro, Negro, Oxido, Personalizado",1,1,Oxido,Calidad del acero,S235JR,1,1,Corte a medida,Disponible,1,1
12093,variable,TSC158,Tubo de hierro cuadrado 70x70x5 mm.,1,0,visible,"Tubo de hierro cuadrado 70x70x5 mm. Tubo de acero de calidad S235JR, perfecto para cualquier proyecto que requiera una pieza de metal resistente. No importa si necesita una pieza corta o larga, nuestro servicio de corte a medida lo ayudará a conseguir el tamaño exacto que necesita.",<h2>Tubo de hierro cuadrado 70x70x5 mm. </h2>,,,taxable,,1,,,0,0,10.09,5,70,70,1,,,,"Perfiles de Acero, Perfiles de Acero > Tubos de Hierro > Tubo Soldado Cuadrado, Perfiles de Acero > Tubos de Hierro",,,https://www.rejasmodernas.com/wp-content/uploads/2022/10/tubos-soldados-cuadrados_auto_x2-min-e1666260715352.webp,,,,,,,,,157,Color,"Blanco, Hierro, Negro, Oxido, Personalizado",1,1,Oxido,Calidad del acero,S235JR,1,1,Corte a medida,Disponible,1,1
12094,variable,TSC159,Tubo de hierro cuadrado 70x70x6 mm.,1,0,visible,"Tubo de hierro cuadrado 70x70x6 mm. Tubo de acero de calidad S235JR, perfecto para cualquier proyecto que requiera una pieza de metal resistente. No importa si necesita una pieza corta o larga, nuestro servicio de corte a medida lo ayudará a conseguir el tamaño exacto que necesita.",<h2>Tubo de hierro cuadrado 70x70x6 mm. </h2>,,,taxable,,1,,,0,0,11.75,6,70,70,1,,,,"Perfiles de Acero, Perfiles de Acero > Tubos de Hierro > Tubo Soldado Cuadrado, Perfiles de Acero > Tubos de Hierro",,,https://www.rejasmodernas.com/wp-content/uploads/2022/10/tubos-soldados-cuadrados_auto_x2-min-e1666260715352.webp,,,,,,,,,158,Color,"Blanco, Hierro, Negro, Oxido, Personalizado",1,1,Oxido,Calidad del acero,S235JR,1,1,Corte a medida,Disponible,1,1
12095,variable,TSC160,Tubo de hierro cuadrado 75x75x2 mm.,1,0,visible,"Tubo de hierro cuadrado 75x75x2 mm. Tubo de acero de calidad S235JR, perfecto para cualquier proyecto que requiera una pieza de metal resistente. No importa si necesita una pieza corta o larga, nuestro servicio de corte a medida lo ayudará a conseguir el tamaño exacto que necesita.",<h2>Tubo de hierro cuadrado 75x75x2 mm. </h2>,,,taxable,,1,,,0,0,4.76,2,75,75,1,,,,"Perfiles de Acero, Perfiles de Acero > Tubos de Hierro > Tubo Soldado Cuadrado, Perfiles de Acero > Tubos de Hierro",,,https://www.rejasmodernas.com/wp-content/uploads/2022/10/tubos-soldados-cuadrados_auto_x2-min-e1666260715352.webp,,,,,,,,,159,Color,"Blanco, Hierro, Negro, Oxido, Personalizado",1,1,Oxido,Calidad del acero,S235JR,1,1,Corte a medida,Disponible,1,1
12096,variable,TSC161,Tubo de hierro cuadrado 80x80x1.5 mm.,1,0,visible,"Tubo de hierro cuadrado 80x80x1.5 mm. Tubo de acero de calidad S235JR, perfecto para cualquier proyecto que requiera una pieza de metal resistente. No importa si necesita una pieza corta o larga, nuestro servicio de corte a medida lo ayudará a conseguir el tamaño exacto que necesita.",<h2>Tubo de hierro cuadrado 80x80x1.5 mm. </h2>,,,taxable,,1,,,0,0,3.85,1.5,80,80,1,,,,"Perfiles de Acero, Perfiles de Acero > Tubos de Hierro > Tubo Soldado Cuadrado, Perfiles de Acero > Tubos de Hierro",,,https://www.rejasmodernas.com/wp-content/uploads/2022/10/tubos-soldados-cuadrados_auto_x2-min-e1666260715352.webp,,,,,,,,,160,Color,"Blanco, Hierro, Negro, Oxido, Personalizado",1,1,Oxido,Calidad del acero,S235JR,1,1,Corte a medida,Disponible,1,1
12097,variable,TSC162,Tubo de hierro cuadrado 80x80x2 mm.,1,0,visible,"Tubo de hierro cuadrado 80x80x2 mm. Tubo de acero de calidad S235JR, perfecto para cualquier proyecto que requiera una pieza de metal resistente. No importa si necesita una pieza corta o larga, nuestro servicio de corte a medida lo ayudará a conseguir el tamaño exacto que necesita.",<h2>Tubo de hierro cuadrado 80x80x2 mm. </h2>,,,taxable,,1,,,0,0,5.1,2,80,80,1,,,,"Perfiles de Acero, Perfiles de Acero > Tubos de Hierro > Tubo Soldado Cuadrado, Perfiles de Acero > Tubos de Hierro",,,https://www.rejasmodernas.com/wp-content/uploads/2022/10/tubos-soldados-cuadrados_auto_x2-min-e1666260715352.webp,,,,,,,,,161,Color,"Blanco, Hierro, Negro, Oxido, Personalizado",1,1,Oxido,Calidad del acero,S235JR,1,1,Corte a medida,Disponible,1,1
12098,variable,TSC163,Tubo de hierro cuadrado 80x80x3 mm.,1,0,visible,"Tubo de hierro cuadrado 80x80x3 mm. Tubo de acero de calidad S235JR, perfecto para cualquier proyecto que requiera una pieza de metal resistente. No importa si necesita una pieza corta o larga, nuestro servicio de corte a medida lo ayudará a conseguir el tamaño exacto que necesita.",<h2>Tubo de hierro cuadrado 80x80x3 mm. </h2>,,,taxable,,1,,,0,0,7.35,3,80,80,1,,,,"Perfiles de Acero, Perfiles de Acero > Tubos de Hierro > Tubo Soldado Cuadrado, Perfiles de Acero > Tubos de Hierro",,,https://www.rejasmodernas.com/wp-content/uploads/2022/10/tubos-soldados-cuadrados_auto_x2-min-e1666260715352.webp,,,,,,,,,162,Color,"Blanco, Hierro, Negro, Oxido, Personalizado",1,1,Oxido,Calidad del acero,S235JR,1,1,Corte a medida,Disponible,1,1
12099,variable,TSC164,Tubo de hierro cuadrado 80x80x4 mm.,1,0,visible,"Tubo de hierro cuadrado 80x80x4 mm. Tubo de acero de calidad S235JR, perfecto para cualquier proyecto que requiera una pieza de metal resistente. No importa si necesita una pieza corta o larga, nuestro servicio de corte a medida lo ayudará a conseguir el tamaño exacto que necesita.",<h2>Tubo de hierro cuadrado 80x80x4 mm. </h2>,,,taxable,,1,,,0,0,9.59,4,80,80,1,,,,"Perfiles de Acero, Perfiles de Acero > Tubos de Hierro > Tubo Soldado Cuadrado, Perfiles de Acero > Tubos de Hierro",,,https://www.rejasmodernas.com/wp-content/uploads/2022/10/tubos-soldados-cuadrados_auto_x2-min-e1666260715352.webp,,,,,,,,,163,Color,"Blanco, Hierro, Negro, Oxido, Personalizado",1,1,Oxido,Calidad del acero,S235JR,1,1,Corte a medida,Disponible,1,1
12100,variable,TSC165,Tubo de hierro cuadrado 80x80x5 mm.,1,0,visible,"Tubo de hierro cuadrado 80x80x5 mm. Tubo de acero de calidad S235JR, perfecto para cualquier proyecto que requiera una pieza de metal resistente. No importa si necesita una pieza corta o larga, nuestro servicio de corte a medida lo ayudará a conseguir el tamaño exacto que necesita.",<h2>Tubo de hierro cuadrado 80x80x5 mm. </h2>,,,taxable,,1,,,0,0,11.75,5,80,80,1,,,,"Perfiles de Acero, Perfiles de Acero > Tubos de Hierro > Tubo Soldado Cuadrado, Perfiles de Acero > Tubos de Hierro",,,https://www.rejasmodernas.com/wp-content/uploads/2022/10/tubos-soldados-cuadrados_auto_x2-min-e1666260715352.webp,,,,,,,,,164,Color,"Blanco, Hierro, Negro, Oxido, Personalizado",1,1,Oxido,Calidad del acero,S235JR,1,1,Corte a medida,Disponible,1,1
12101,variable,TSC166,Tubo de hierro cuadrado 80x80x6 mm.,1,0,visible,"Tubo de hierro cuadrado 80x80x6 mm. Tubo de acero de calidad S235JR, perfecto para cualquier proyecto que requiera una pieza de metal resistente. No importa si necesita una pieza corta o larga, nuestro servicio de corte a medida lo ayudará a conseguir el tamaño exacto que necesita.",<h2>Tubo de hierro cuadrado 80x80x6 mm. </h2>,,,taxable,,1,,,0,0,13.73,6,80,80,1,,,,"Perfiles de Acero, Perfiles de Acero > Tubos de Hierro > Tubo Soldado Cuadrado, Perfiles de Acero > Tubos de Hierro",,,https://www.rejasmodernas.com/wp-content/uploads/2022/10/tubos-soldados-cuadrados_auto_x2-min-e1666260715352.webp,,,,,,,,,165,Color,"Blanco, Hierro, Negro, Oxido, Personalizado",1,1,Oxido,Calidad del acero,S235JR,1,1,Corte a medida,Disponible,1,1
